,text,created_at,sin,cos,predicted
2167,i'm you! work hard never let down. make america great again!,23,-2.4492935982947064e-16,1.0,1
2168,i'm you! work hard never let down. make america great again!,23,-2.4492935982947064e-16,1.0,1
2186,president bring job back get wage american need most.,21,-0.5195839500354336,0.8544194045464886,0
2192,president obama spoke last night world doesn’t exist. 70% people think country going wrong direction. #dnc,15,-0.816969893010442,-0.5766803221148672,1
2193,rt @drudge_report: obama refers 119 time hillary nominating speech...,15,-0.816969893010442,-0.5766803221148672,0
2194,rt @piersmorgan: trump make funny obvious joke russia going hillary's email &amp; u.s. medium go insane fury.he play t…,15,-0.816969893010442,-0.5766803221148672,0
2196,bernie caved!,18,-0.979084087682323,0.2034560130526333,0
2202,president fix rigged system answer american people!,21,-0.5195839500354336,0.8544194045464886,1
2204,write $1 million check campaign hit million-dollar end-of-month goal!,2,0.5195839500354336,0.8544194045464886,0
2206,write $1 million check campaign hit million-dollar end-of-month goal!,3,0.730835964278124,0.6825531432186541,0
2230,even bill tired lie sad!,18,-0.979084087682323,0.2034560130526333,0
2245,write $2 million check campaign hit million-dollar end-of-month goal!,17,-0.9976687691905393,-0.06824241336467046,0
2260,crushed original goal! write $2 million check campaign hit end-of-month goal!,5,0.9790840876823229,0.20345601305263375,0
2291,"limited edition signed copy book ""the art deal"" donation $184 more. get today!",15,-0.816969893010442,-0.5766803221148672,0
2292,"limited edition signed copy book ""the art deal"" donation $184 more. get today!",15,-0.816969893010442,-0.5766803221148672,0
2293,"limited edition signed copy book ""the art deal"" donation $184 more. get today!",15,-0.816969893010442,-0.5766803221148672,0
2321,counting help defeat hillary clinton cronies. let's make america great again!,15,-0.816969893010442,-0.5766803221148672,0
2322,i'm you. work hard never let down. make america great again!,16,-0.9422609221188204,-0.3348796121709864,0
2323,i'm you. work hard never let down. make america great again!,16,-0.9422609221188204,-0.3348796121709864,0
2324,i'm you. work hard never let down. make america great again!,16,-0.9422609221188204,-0.3348796121709864,0
2325,need support get white house defeat #crookedhillary. let's make america great again!,16,-0.9422609221188204,-0.3348796121709864,0
2326,establishment special interest absolutely killing country. must put #americafirst.,16,-0.9422609221188204,-0.3348796121709864,0
2327,president fix rigged system answer american people!,17,-0.9976687691905393,-0.06824241336467046,0
2328,counting help defeat hillary clinton cronies. let's make america great again!,17,-0.9976687691905393,-0.06824241336467046,0
2329,i'm you. work hard never let down. make america great again!,17,-0.9976687691905393,-0.06824241336467046,0
2330,need support get white house defeat #crookedhillary. let's make america great again!,17,-0.9976687691905393,-0.06824241336467046,0
2331,establishment special interest absolutely killing country. must put #americafirst.,18,-0.979084087682323,0.2034560130526333,0
2332,president fix rigged system answer american people!,18,-0.979084087682323,0.2034560130526333,0
2333,counting help defeat hillary clinton cronies. let's make america great again!,18,-0.979084087682323,0.2034560130526333,0
2334,need support get white house defeat #crookedhillary. let's make america great again!,18,-0.979084087682323,0.2034560130526333,0
2335,i'm you. work hard never let down. make america great again!,18,-0.979084087682323,0.2034560130526333,0
2336,establishment special interest absolutely killing country. must put #americafirst.,18,-0.979084087682323,0.2034560130526333,0
2337,president fix rigged system answer american people!,18,-0.979084087682323,0.2034560130526333,0
2338,need support get white house defeat #crookedhillary. let's make america great again!,18,-0.979084087682323,0.2034560130526333,0
2339,i'm you. work hard never let down. make america great again!,18,-0.979084087682323,0.2034560130526333,0
2340,establishment special interest absolutely killing country. must put #americafirst.,18,-0.979084087682323,0.2034560130526333,0
2341,president fix rigged system answer american people!,18,-0.979084087682323,0.2034560130526333,0
2345,president fix rigged system answer american people!,21,-0.5195839500354336,0.8544194045464886,1
2346,i'm you! work hard never let down. make america great again!,21,-0.5195839500354336,0.8544194045464886,1
2347,establishment special interest absolutely killing country. must put #americafirst.,21,-0.5195839500354336,0.8544194045464886,0
2349,let hillary clinton again!#trumppence16https://t.co/1mgkpnzpkf,23,-2.4492935982947064e-16,1.0,0
2356,"limited edition signed copy book ""the art deal"" donation $184 more. get today!",18,-0.979084087682323,0.2034560130526333,0
2357,"limited edition signed copy book ""the art deal"" donation $184 more. get today!",18,-0.979084087682323,0.2034560130526333,0
2384,act chance private lunch eric trump &amp; tour campaign hq trump tower nyc.,15,-0.816969893010442,-0.5766803221148672,0
2385,act chance private lunch eric trump &amp; tour campaign hq trump tower nyc.,15,-0.816969893010442,-0.5766803221148672,0
2386,act chance private lunch eric trump &amp; tour campaign hq trump tower nyc.,15,-0.816969893010442,-0.5766803221148672,0
2387,act chance private lunch eric trump &amp; tour campaign hq trump tower nyc.,15,-0.816969893010442,-0.5766803221148672,0
2388,act chance private lunch eric trump &amp; tour campaign hq trump tower nyc.,15,-0.816969893010442,-0.5766803221148672,0
2389,act chance private lunch eric trump &amp; tour campaign hq trump tower nyc.,15,-0.816969893010442,-0.5766803221148672,0
2392,rt @nra: .@realdonaldtrump right. @hillaryclinton get pick anti-#2a #scotus judge there’s nothing do. #neverhillary,20,-0.730835964278124,0.6825531432186542,0
2393,rt @nra: something #electionday: show vote #2a! #defendthesecond #neverhillary,20,-0.730835964278124,0.6825531432186542,0
2394,thank wilmington north carolina!#makeamericagreatagain,21,-0.5195839500354336,0.8544194045464886,0
2395,thank @senatorfischer! #trumppence16https://t.co/rmtu6arztq,0,0.0,1.0,0
2396,thank senator @chuckgrassley! #trumppence16https://t.co/ymdh3fcaew,0,0.0,1.0,0
2397,medium going talk hillary's policy gotten people killed like libya open border maybe emails?,1,0.2697967711570243,0.9629172873477992,1
2412,counting help defeat hillary clinton cronies. let's make america great again!,22,-0.2697967711570252,0.962917287347799,1
2413,i'm you. work hard never let down. make america great again!,5,0.9790840876823229,0.20345601305263375,0
2418,establishment special interest absolutely killing country. must put #americafirst.,16,-0.9422609221188204,-0.3348796121709864,0
2419,i'm you! work hard never let down. make america great again!,16,-0.9422609221188204,-0.3348796121709864,0
2420,i'm you. work hard never let down. make america great again!,17,-0.9976687691905393,-0.06824241336467046,0
2421,establishment special interest absolutely killing country. must put #americafirst.,17,-0.9976687691905393,-0.06824241336467046,0
2422,need support get white house defeat #crookedhillary. let's make america great again!,17,-0.9976687691905393,-0.06824241336467046,0
2451,#makeamericasafeagain #imwithyouhttps://t.co/n9xnogncqc,16,-0.9422609221188204,-0.3348796121709864,0
2452,vote hillary clinton vote another generation poverty high crime &amp; lost opportunities. #imwithyouhttps://t.co/eph6qy7zyb,16,-0.9422609221188204,-0.3348796121709864,0
2453,repeal &amp; replace #obamacare caused soaring double-digit premium increases. disaster!,20,-0.730835964278124,0.6825531432186542,0
2454,going make government people again!#makeamericagreatagain #imwithyouhttps://t.co/fi7yeb2xqb,21,-0.5195839500354336,0.8544194045464886,0
2458,#crookedhillary #throwbackthursday,20,-0.730835964278124,0.6825531432186542,0
2466,thank michigan. movement. going make america safe great again! #trumppence16,22,-0.2697967711570252,0.962917287347799,0
2529,condolence dwyane wade family loss nykea aldridge. thought prayers.,17,-0.9976687691905393,-0.06824241336467046,0
2530,landed iowa attend great event honor wonderful senator @joniernst. look forward friends.,18,-0.979084087682323,0.2034560130526333,0
2531,thank iowa! #imwithyou,21,-0.5195839500354336,0.8544194045464886,0
2546,repeal replace horrible disaster known #obamacare!,22,-0.2697967711570252,0.962917287347799,0
2553,rt @drudge_report: reuters poll: clinton trump tied up...,2,0.5195839500354336,0.8544194045464886,0
2554,rt @rsbnetwork: already live everett wa trump rally. come join us- camera tonight! #trumpineverett,2,0.5195839500354336,0.8544194045464886,0
2556,thank washington! together make america safe great again! #imwithyou #americafirst,3,0.730835964278124,0.6825531432186541,0
2578,#imwithyou,11,0.1361666490962471,-0.9906859460363306,1
2601,mainstream medium never covered hillary’s massive “hacking”or coughing attack yet #1 trending. what’s up?,15,-0.816969893010442,-0.5766803221148672,0
2605,great meeting military spouse virginia- joined @ivankatrump @laraleatrump @genflynn &amp; @mayorrgiuliani.,22,-0.2697967711570252,0.962917287347799,0
2618,rt @danscavino: last night winner clear &amp; proven time &amp; time - let #maga!! let win!! #trumptrain,15,-0.816969893010442,-0.5766803221148672,0
2619,hillary gave disastrous news conference tarmac make poor performance last night. decimated media!,15,-0.816969893010442,-0.5766803221148672,0
2625,matt lauer hurt hillary last night. dumb answer email &amp; veteran said jail.,0,0.0,1.0,0
2628,.@cnn unwatchable. news fiction. theyare disgrace broadcasting industry arm clinton campaign.,14,-0.6310879443260528,-0.7757112907044198,0
2629,jeff zucker failed @nbc failing @cnn.,14,-0.6310879443260528,-0.7757112907044198,0
2631,henry mcmaster lt. governor south carolina endorsed beat failed @cnn announcer bakari seller badly. funny!,17,-0.9976687691905393,-0.06824241336467046,0
2685,thank great evening - laconia new hampshire -- back soon! #americafirsthttps://t.co/3kwol2ibaw,3,0.730835964278124,0.6825531432186541,0
2688,great parade villages- love all. #maga. thank incredible support-i forget!,21,-0.5195839500354336,0.8544194045464886,0
2713,interviewed @oreillyfactor - tonight florida now. enjoy!,0,0.0,1.0,0
2714,together make america safe great again! #imwithyou #americafirst,0,0.0,1.0,0
2715,amazing rally florida - movement! join u today,0,0.0,1.0,0
2757,hillary clinton 50 point ahead?#debatenight,0,0.0,1.0,0
2758,rt @teamtrump: @realdonaldtrump administration bring job back! #debates2016,1,0.2697967711570243,0.9629172873477992,0
2759,.@hillaryclinton obama policy increased debt $9trillion last 8 year,1,0.2697967711570243,0.9629172873477992,0
2760,.@hillaryclinton channel john kerry trade: bad trade deal them. #tpp #debates2016,1,0.2697967711570243,0.9629172873477992,0
2762,.@hillaryclinton part rigged dc system 30 years? would take policy advice her? #debates2016,1,0.2697967711570243,0.9629172873477992,1
2765,simple fact @hillaryclinton: typical politician - talk action. #debates2016,1,0.2697967711570243,0.9629172873477992,0
2766,rt @teamtrump: watch: @realdonaldtrump stake election #debates2016,1,0.2697967711570243,0.9629172873477992,0
2767,rt @teamtrump: @realdonaldtrump potus family going safe secure. law order restored! #maga #debates #de…,1,0.2697967711570243,0.9629172873477992,0
2768,stand police protect americans! #debates2016 #maga,1,0.2697967711570243,0.9629172873477992,0
2770,rt @teamtrump: hillary's policy made america le safe that's 200+ general military leader endorsed @realdonaldtrump!…,2,0.5195839500354336,0.8544194045464886,0
2772,hillary clinton candidate stage voted iraq war. #debates2016 #maga,2,0.5195839500354336,0.8544194045464886,0
2775,russia warhead ever n korea testing nuke iran got sweetheart deal keep theirs. thanks @hillaryclinton.,2,0.5195839500354336,0.8544194045464886,1
2776,rt @teamtrump: .@realdonaldtrump calling @hillaryclinton's support nafta = searched moment tonight's debate. #debates20…,2,0.5195839500354336,0.8544194045464886,0
2778,nothing emails. nothing corrupt clinton foundation. nothing #benghazi. #debates2016 #debatenight,2,0.5195839500354336,0.8544194045464886,0
2821,condolence involved today's horrible accident nj deepest gratitude amazing first responders.,18,-0.979084087682323,0.2034560130526333,0
2929,join #facebooklive conclude final #debate preparations.,23,-2.4492935982947064e-16,1.0,0
2932,it’s simple. “make america great again.” #debate #bigleaguetruth,1,0.2697967711570243,0.9629172873477992,1
2933,rt @teamtrump: .@realdonaldtrump talk real issue #bigleaguetruth #debates2016,1,0.2697967711570243,0.9629172873477992,0
2934,i’m proud locker room talk. world serious problems. need serious leaders. #debate #bigleaguetruth,1,0.2697967711570243,0.9629172873477992,0
2935,rt @teamtrump: quite simply @hillaryclinton mistreats women. #bigleaguetruth #debate2016https://t.co/zhgrulictf,1,0.2697967711570243,0.9629172873477992,0
2936,there’s never anyone abusive woman politics bill clinton.my word unfortunate-the clintons’ action far worse,1,0.2697967711570243,0.9629172873477992,1
2938,rt @teamtrump: rt believe @hillaryclinton one owes america apology! #bigleaguetruth #debates,1,0.2697967711570243,0.9629172873477992,0
2940,basically nothing hillary said secret server true. #crookedhillary,1,0.2697967711570243,0.9629172873477992,0
2941,hillary’s 33000 deleted email daughter’s wedding. that’s lot wedding emails. #debate,1,0.2697967711570243,0.9629172873477992,0
2943,obama clinton told lie sell #obamacare. #debates2016,1,0.2697967711570243,0.9629172873477992,0
2944,must repeal obamacare replace much competitive comprehensive affordable system. #debate #maga,1,0.2697967711570243,0.9629172873477992,0
2945,.@hillaryclinton : bill “clarified” meant calling obamacare “disaster.” actually “disaster” pretty clear. #debate,1,0.2697967711570243,0.9629172873477992,0
2946,rt @teamtrump: agree bill obamacare “the craziest thing world.” #bigleaguetruth #debates2016,1,0.2697967711570243,0.9629172873477992,0
2947,.@hillaryclinton law!#debates2016,1,0.2697967711570243,0.9629172873477992,0
2948,rt @realdonaldtrump: attn: @hillaryclinton - five staffer need fbi immunity?! #bigleaguetruth #debates,1,0.2697967711570243,0.9629172873477992,0
2949,#crookedhillary failed world! 􏰀 #bigleaguetruth #debates2016,1,0.2697967711570243,0.9629172873477992,0
2950,rt @teamtrump: @realdonaldtrump end even @billclinton called crazy system. #bigleaguetruth #debate,1,0.2697967711570243,0.9629172873477992,0
2951,".@hillaryclinton #icymi- ""we narrative fight.""@mike_pence #maga",1,0.2697967711570243,0.9629172873477992,0
2953,hope msm run “interruption counters” consider # time moderator interrupted com…,1,0.2697967711570243,0.9629172873477992,0
2954,hypocrite! @hillaryclinton claim need “public private stance” discussion wall street banks. #debate,1,0.2697967711570243,0.9629172873477992,0
2955,need public private position@hillaryclinton #debates2016,1,0.2697967711570243,0.9629172873477992,0
2957,history lesson: there’s big difference hillary clinton abraham lincoln. one nickname hone…,2,0.5195839500354336,0.8544194045464886,1
2958,rt @teamtrump: .@hillaryclinton raising tax disastrous level. @realdonaldtrump going lower tax - big league! #d…,2,0.5195839500354336,0.8544194045464886,0
2960,"hillary clinton's ""accomplishments"" state department.#debates2016 #rattledhillary",2,0.5195839500354336,0.8544194045464886,0
2961,world peaceful prosperous america strongest.,2,0.5195839500354336,0.8544194045464886,0
2962,rt @jasonmillerindc: @realdonaldtrump debating crooked @hillaryclinton moderator @ac360 @martharaddatz? #rattledhillary,2,0.5195839500354336,0.8544194045464886,0
2963,definition ransom ⬇,2,0.5195839500354336,0.8544194045464886,0
2964,cannot let evil continue! #debates2016,2,0.5195839500354336,0.8544194045464886,0
2965,"rt @teamtrump: ""we going thriving again."" - @realdonaldtrump #bigleaguetruth #debates2016",2,0.5195839500354336,0.8544194045464886,0
2966,rt @teamtrump: .@hillaryclinton chance blew it. #bigleaguetruth #debates,2,0.5195839500354336,0.8544194045464886,0
2968,administration every american treated equally protected equally honored equally #debate #bigleaguetruth,2,0.5195839500354336,0.8544194045464886,0
2969,"fact ✔️ “red line” syria: hrc ""i wasn’t there."" fact: line drawn aug ’12. hrc secy state til feb ’13.",2,0.5195839500354336,0.8544194045464886,0
2970,@hillaryclinton president she’ll talk nothing get done. #debate #bigleaguetruth,2,0.5195839500354336,0.8544194045464886,0
2971,"agree @potus-""she'll (hillary clinton) say anything &amp; change nothing. time turn page"" -president obama",2,0.5195839500354336,0.8544194045464886,0
2972,country cannot take four year barack obama! #debate,2,0.5195839500354336,0.8544194045464886,0
2973,@ac360: “how unite country you’ve written ten million americans?” #deplorables #bigleaguetruth #debate,2,0.5195839500354336,0.8544194045464886,0
2975,country slowest growth since 1929. #bigleaguetruth #debate,2,0.5195839500354336,0.8544194045464886,0
2979,hypocrite: @hillaryclinton single biggest beneficiary citizen united history far. #debate #bigleaguetruth,2,0.5195839500354336,0.8544194045464886,0
2981,rt @teamtrump: it’s u vs. them! @realdonaldtrump fight you! #bigleaguetruth #debates,2,0.5195839500354336,0.8544194045464886,0
2983,rt @teamtrump: rt agree @realdonaldtrump #debate- big league! #maga,2,0.5195839500354336,0.8544194045464886,0
2996,exception cheating bernie nom dems always proven far loyal republicans!,14,-0.6310879443260528,-0.7757112907044198,1
3014,movement lakeland florida. voter registration extended 10/18. register asap @ &amp;…,21,-0.5195839500354336,0.8544194045464886,0
3017,phony story failing @nytimes total fabrication. written people last discredited story women. watch!,13,-0.39840108984624156,-0.9172113015054529,1
3023,crossroad history civilization determine whether people reclaim c…,22,-0.2697967711570252,0.962917287347799,0
3030,make sure registered vote! let's #makeamericagreatagain! can't afford year failure! info:…,20,-0.730835964278124,0.6825531432186542,0
3066,"🚨breaking🚨: ""state department's kennedy pressured fbi unclassify clinton emails: fbi documents""https://t.co/gyyaneeysa",15,-0.816969893010442,-0.5766803221148672,0
3069,corruption confirmed: fbi confirms state dept. offered 'quid pro quo' cover classified emailshttps://t.co/a3mcnblcso,15,-0.816969893010442,-0.5766803221148672,0
3071,thought force fighting isi iraq. must never back extreme radical islami…,17,-0.9976687691905393,-0.06824241336467046,0
3075,crooked hillary colluded w/fbi doj medium covering protect her. #riggedsystem! country d…,21,-0.5195839500354336,0.8544194045464886,1
3090,time #draintheswamp washington d.c! vote nov. 8th take #rigged system!,18,-0.979084087682323,0.2034560130526333,0
3115,tune get word #bigleaguetruth #debate help u spread truth stop the…,0,0.0,1.0,0
3117,ready lead. ready make america great again. #debate #maga,1,0.2697967711570243,0.9629172873477992,1
3118,hillary clinton want create liberal supreme court history #debate #draintheswamp,1,0.2697967711570243,0.9629172873477992,0
3119,2nd amendment siege. need scotus judge uphold u constitution. #debate #bigleaguetruth,1,0.2697967711570243,0.9629172873477992,0
3120,.@realdonaldtrump protect defend constitution #debate #bigleaguetruth #draintheswamp,1,0.2697967711570243,0.9629172873477992,0
3121,.@hillaryclinton list litany way plan restrict gun rights. 2a survive hillary presidency. #debate #bigleaguetruth,1,0.2697967711570243,0.9629172873477992,0
3123,.@realdonaldtrump pro-life pro-family #bigleaguetruth #debates2016,1,0.2697967711570243,0.9629172873477992,0
3125,drug pouring country. border country. that’s ice endorsed me. #debate #bigleaguetruth,1,0.2697967711570243,0.9629172873477992,0
3127,one first act president deport drug lord secure border. #debate #maga,1,0.2697967711570243,0.9629172873477992,0
3129,.@realdonaldtrump want safe america w/ stronger border amnesty end sanctuary cities. is…,1,0.2697967711570243,0.9629172873477992,0
3130,hillary weak lead border security-no solution idea credibility.she supported nafta worst deal u history. #debate,1,0.2697967711570243,0.9629172873477992,0
3131,trump &amp; clinton immigration#debate #bigleaguetruth,1,0.2697967711570243,0.9629172873477992,0
3132,moderator: hillary paid $225000 brazilian bank speech called “open borders.” that’s quote! #debate #bigleaguetruth,1,0.2697967711570243,0.9629172873477992,0
3134,hillary called 550% syrian immigrant won’t even mention “radical islamic terrorists.” #debate…,1,0.2697967711570243,0.9629172873477992,0
3136,moderator: hillary plan call regulation government spending. #debate #bigleaguetruth,1,0.2697967711570243,0.9629172873477992,0
3137,.@hillaryclinton foreign policy disaster american people. #makeamericastrongagain #debate…,1,0.2697967711570243,0.9629172873477992,0
3139,.@hillaryclinton's tax hike crush economy. cut tax -- big league.,1,0.2697967711570243,0.9629172873477992,1
3140,#bigleaguetruth,1,0.2697967711570243,0.9629172873477992,0
3142,#crookedhillary's plan add $1.15 trillion new taxes. cannot afford her! #draintheswamp #debate,1,0.2697967711570243,0.9629172873477992,0
3143,renegotiate nafta. can’t make great deal we’re going tear up. we’re going get economy running again. #debate,1,0.2697967711570243,0.9629172873477992,1
3147,crooked hillary never created job life. create 25 million jobs. think that? c…,1,0.2697967711570243,0.9629172873477992,1
3148,country stagnant. we’ve lost job business. don’t make thing anymore b/c bill hillary’s husband signed blessed,1,0.2697967711570243,0.9629172873477992,0
3149,.@realdonaldtrump first 30 day office hillary done last 30 years! #debate…,1,0.2697967711570243,0.9629172873477992,0
3151,#crookedhillary nothing wall street puppet! #bigleaguetruth #debate,1,0.2697967711570243,0.9629172873477992,0
3152,"crooked's camp incited violence rallies. incident ""spontaneous"" - like claimed benghazi!",1,0.2697967711570243,0.9629172873477992,0
3154,she'll say anything change nothing! #maga #bigleaguetruth,1,0.2697967711570243,0.9629172873477992,0
3155,.@hillaryclinton love lie. america enough clinton's! time #draintheswamp! debate,1,0.2697967711570243,0.9629172873477992,0
3156,moderator: “respectfully won’t answer pay-to-play question.” #debate #bigleaguetruth,2,0.5195839500354336,0.8544194045464886,0
3157,crooked @hillaryclinton's foundation criminal enterprise. time #draintheswamp! #bigleaguetruth #debate,2,0.5195839500354336,0.8544194045464886,0
3158,live fact-check: trump's right. clinton foundation taken million middle east. #draintheswamp,2,0.5195839500354336,0.8544194045464886,0
3159,crooked’s top aide mired massive conflict interest state dept. must #draintheswamp #debate,2,0.5195839500354336,0.8544194045464886,0
3163,bernie sander hrc: bad judgement. john podesta hrc: bad instincts. #bigleaguetruth #debate,2,0.5195839500354336,0.8544194045464886,1
3165,opposed going iraq. hillary voted it. everything else supported disaster.,2,0.5195839500354336,0.8544194045464886,0
3166,instinct suboptimal.https://t.co/prchvrtpva,2,0.5195839500354336,0.8544194045464886,0
3167,saying @realdonaldtrump's great debate @hillaryclinton's bad performance…,2,0.5195839500354336,0.8544194045464886,0
3168,crooked @hillaryclinton allowed isi rise claim she'll defeat them? laughable! here's plan:,2,0.5195839500354336,0.8544194045464886,0
3170,usa greatest business people world let political hack negotiate deals. need change! #bigleaguetruth #debate,2,0.5195839500354336,0.8544194045464886,0
3173,isi infiltrated country europe posing refugee @hillaryclinton allow happen h…,2,0.5195839500354336,0.8544194045464886,0
3174,.@realdonaldtrump going cut tax big league -- crooked going raise tax big league! #draintheswamp…,2,0.5195839500354336,0.8544194045464886,0
3177,started campaign make america great again. that’s i’m going do. #maga #debate,2,0.5195839500354336,0.8544194045464886,1
3178,cannot take four year barack obama that’s you’ll get vote hillary. #bigleaguetruth,2,0.5195839500354336,0.8544194045464886,0
3198,obama took office 2009 employer-provided premium cost $13375. today $18142. thanks obama.,20,-0.730835964278124,0.6825531432186542,0
3279,hillary said sniper fire (while surrounded usss.) turned total lie. fit to…,21,-0.5195839500354336,0.8544194045464886,1
3298,crooked hillary launched political career letting terrorist hook. #draintheswamp…,22,-0.2697967711570252,0.962917287347799,0
3328,$25 million+ raised online one week! record week. #draintheswamp today set bigger record. contribute &gt;https://t.co/cz1qmzcxwo,18,-0.979084087682323,0.2034560130526333,0
3346,thank incredible support wisconsin governor @scottwalker! time #draintheswamp &amp; #maga!…,0,0.0,1.0,0
3412,live #periscope: join minute pennsylvania. get &amp; vote tomorrow. let #maga!!,23,-2.4492935982947064e-16,1.0,0
3421,vote today! go find polling location. going make america great again!…,16,-0.9422609221188204,-0.3348796121709864,1
3422,need vote. go polls! let's continue movement! find poll location:,18,-0.979084087682323,0.2034560130526333,0
3469,.@transition2017 update policy plan first 100 days.,23,-2.4492935982947064e-16,1.0,0
3478,meeting @nytimes back 12:30 today. look forward it!,15,-0.816969893010442,-0.5766803221148672,1
3479,seriously considering dr. ben carson head hud. i've gotten know well--he's greatly talented person love people!,17,-0.9976687691905393,-0.06824241336467046,0
3499,met general petraeus--was impressed!,21,-0.5195839500354336,0.8544194045464886,0
3504,thought prayer great people tennessee terrible wildfires. stay safe!,20,-0.730835964278124,0.6825531432186542,0
3541,"press would cover accurately &amp; honorably would far le reason ""tweet."" sadly know ever happen!",16,-0.9422609221188204,-0.3348796121709864,0
3545,masa (softbank) japan agreed invest $50 billion u.s. toward business 50000 new jobs....,19,-0.8878852184023756,0.4600650377311516,0
3546,masa said would never (trump) election!,19,-0.8878852184023756,0.4600650377311516,0
3590,.@billgates @jimbrownnfl32 trump tower office yesterday- two great guys!,18,-0.979084087682323,0.2034560130526333,0
3598,"well together! hope ""movement"" fan go d.c. jan 20th swearing in. let's set time record!",16,-0.9422609221188204,-0.3348796121709864,0
